Name,Postcode,Latitude,Longitude
THE SPEEDWELL PRACTICE,N12 9SS,51.61705,-0.17500006
TORRINGTON PARK GROUP PRACTICE,N12 9SS,51.61705,-0.17500006
OSIDGE MEDICAL PRACTICE,N14 5DR,51.630958,-0.14895335
HEATHFIELDE MEDICAL CENTRE,N2 0EQ,51.585265,-0.17979605
WOODLANDS MEDICAL PRACTICE,N2 8BG,51.592914,-0.17094345
EAST FINCHLEY MEDICAL CENTRE,N2 9QD,51.588121,-0.16287875
OAKLEIGH ROAD HEALTH CENTRE,N20 0DH,51.625117,-0.15892868
DERWENT CRESCENT MEDICAL CENTRE,N20 0QQ,51.622908,-0.17528509
ST ANDREWS MEDICAL PRACTICE.,N20 9EX,51.630138,-0.17239416
CORNWALL HOUSE SURGERY,N3 1LD,51.604974,-0.19015638
BALLARDS LANE SURGERY,N3 1LY,51.606732,-0.18633169
BARNET RECOVERY CENTRE FINCHLEY WDP,N3 1TT,51.598817,-0.1991079
WENTWORTH MEDICAL PRACTICE.,N3 1YL,51.607728,-0.18796724
SQUIRES LANE MEDICAL PRACTICE,N3 2AU,51.602501,-0.17503473
THE FINCHLEY PRACTICE,N3 2DN,51.604193,-0.18904663
LICHFIELD GROVE SURGERY,N3 2JP,51.599555,-0.1932597
SUPREME MEDICAL CENTRE,N3 2JX,51.599508,-0.19545634
ROSEMARY SURGERY,N3 2QN,51.596896,-0.18415349
THE MOUNTFIELD SURGERY,N3 3NR,51.595001,-0.19422004
BRENT & HARROW SAFE HAVEN UNIT,N3 3NR,51.595001,-0.19422004
ADLER JS-THE SURGERY,NW11 7NP,51.575083,-0.19596204
HARRIS M-THE SURGERY,NW11 7TE,51.580992,-0.197792
ROWBURY CA-THE SURGERY,NW11 7TE,51.580992,-0.197792
PHGH DOCTORS,NW11 7TE,51.580992,-0.197792
TEMPLE FORTUNE MEDICAL GROUP,NW11 7TE,51.580992,-0.197792
RAVENSCROFT MEDICAL CENTRE,NW11 8BB,51.575296,-0.20282302
THE HODFORD ROAD PRACTICE,NW11 8NH,51.569038,-0.19931815
188 THE PRACTICE,NW11 9AY,51.576422,-0.20466921
CRICKLEWOOD HEALTH CENTRE,NW2 1DZ,51.557464,-0.21516773
GREENFIELD MEDICAL CENTRE,NW2 1HS,51.561016,-0.20570883
SOUTH BARNET HEALTHCARE LIMITED,NW2 1HS,51.561016,-0.20570883
PENNINE DRIVE PRACTICE,NW2 1PA,51.568474,-0.20886384
THE HILLVIEW SURGERY,NW4 1DG,51.589869,-0.21490851
DR LF MILLER,NW4 2JL,51.589819,-0.2128605
DR V. AZIZ,NW4 2TA,51.584878,-0.22441439
GROVEMEAD HEALTH CENTRE,NW4 3EB,51.579628,-0.22570149
DR AZIM & PARTNERS,NW4 3EB,51.579628,-0.22570149
THE PHOENIX PRACTICE,NW4 4AE,51.587311,-0.2235689
ST. GEORGES MEDICAL CENTRE,NW4 4QR,51.592728,-0.22617281
WATFORD WAY CENTRE LIMITED,NW4 4UR,51.594364,-0.23325568
LANGSTONE WAY SURGERY,NW7 1GR,51.60697,-0.21064186
MILLWAY MEDICAL PRACTICE,NW7 2HX,51.615091,-0.24347178
WEST BARNET HEALTHCARE LIMITED,NW7 2HX,51.615091,-0.24347178
MULBERRY MEDICAL PRACTICE,NW7 3QB,51.614861,-0.2600335
THE EVERGLADE MEDICAL PRACTICE,NW9 5XT,51.601569,-0.24422465
OPTEGRA EYE HEALTH CARE,NW9 6BX,51.592143,-0.25430411
COLINDALE MEDICAL CENTRE LP,NW9 6DJ,51.591317,-0.24955728
HENDON WAY SURGERY,NW9 7DG,51.578921,-0.24146061
CRAYFORD TOWN SURGERY,DA1 4ER,51.450225,0.18013704
CRAYFORD WALK IN CENTRE,DA1 4ER,51.450225,0.18013704
BARNARD MEDICAL GROUP,DA14 4TA,51.42792,0.10554966
SIDCUP MEDICAL CENTRE,DA14 6BU,51.42356,0.10593901
PALLIATIVE CARE - DR JONES,DA14 6LT,51.418635,0.10325318
URGENT CARE CENTRE (QMS),DA14 6LT,51.418635,0.10325318
BEXDOC GP SERVICE OOH,DA14 6LT,51.418635,0.10325318
8 TO 8 TOP-UP HUB QMH,DA14 6LT,51.418635,0.10325318
DIABETES FOOT CLINIC,DA14 6LT,51.418635,0.10325318
STATION ROAD SURGERY,DA15 7DS,51.431445,0.10202876
WOODLANDS SURGERY,DA15 8DF,51.439755,0.088913121
BEDSIDE MANOR,DA15 9DX,51.443706,0.10285079
DMC COMMUNITY DERMATOLOGY SERVICE,DA15 9DX,51.443706,0.10285079
WELLING MEDICAL PRACTICE,DA16 2AT,51.460844,0.10797174
THE WESTWOOD SURGERY,DA16 2HE,51.463176,0.097296061
INGLETON AVENUE SURGERY,DA16 2JZ,51.454007,0.10408708
BEXLEY GROUP PRACTICE,DA16 3HQ,51.465912,0.10919875
BELLEGROVE SURGERY,DA16 3RE,51.464561,0.095790274
BEXLEY ANTICOAGULATION SERVICE,DA16 3RE,51.464561,0.095790274
BELVEDERE MEDICAL CENTRE,DA17 5LQ,51.482567,0.14437569
CAIRNGALL MEDICAL PRACTICE,DA17 6EZ,51.484411,0.14875447
THANET ROAD SURGERY,DA5 1AP,51.44276,0.14852547
PLAS MEDDYG SURGERY,DA5 1HU,51.442845,0.14437064
COMMUNITY CARDIOLOGY SERVICE,DA6 7AT,51.455555,0.15355974
COMMUNITY DERMATOLOGY SERVICE,DA6 7AT,51.455555,0.15355974
THE ALBION SURGERY,DA6 7LP,51.454049,0.14741461
CROOK LOG SURGERY,DA6 8DZ,51.458455,0.13067816
ENDOSCOPY (GPSI) DR SK ROY,DA6 8DZ,51.458455,0.13067816
DR J TOLHURST - FAMILY PLANNING,DA6 8DZ,51.458455,0.13067816
DR THAVAPALAN AND PARTNERS,DA7 5HL,51.472278,0.13951562
BEXLEY MEDICAL GROUP,DA7 5RB,51.47506,0.12796699
LYNDHURST ROAD MEDICAL CENTRE,DA7 6DL,51.461251,0.15876579
BURSTED WOOD SURGERY,DA7 6HZ,51.46525,0.15155426
THE PARKSIDE,DA7 6NW,51.463472,0.17384345
MILL ROAD SURGERY,DA8 1HW,51.473141,0.16063753
BULBANKS MEDICAL CENTRE,DA8 1RQ,51.479567,0.18077283
RIVERSIDE SURGERY,DA8 1RQ,51.479567,0.18077283
SUBSTANCE MISUSE SERVICE,DA8 1RQ,51.479567,0.18077283
SLADE GREEN MEDICAL CTR.,DA8 2HS,51.470505,0.18978649
NORTHUMBERLAND HEATH MED.CTR.,DA8 3DB,51.476927,0.16600088
NORTHUMBERLAND HEATH MINOR INJURY - WIC,DA8 3DB,51.476927,0.16600088
URGENT CARE CENTRE (ERITH),DA8 3EE,51.477113,0.16664334
TEENAGE ADVISORY SERVICE,DA8 3EE,51.477113,0.16664334
8 TO 8 TOP-UP HUB ERITH,DA8 3EE,51.477113,0.16664334
LAKESIDE MEDICAL,SE2 9LH,51.496598,0.12250119
SUDBURY & ALPERTON MEDICAL CENTRE,HA0 1EZ,51.536925,-0.29800279
LANCELOT MEDICAL CENTRE,HA0 2AL,51.552988,-0.29949483
THE SURGERY BRENT TPCT (WCHC),HA0 3HG,51.558196,-0.31639536
SUDBURY SURGERY,HA0 3HG,51.558196,-0.31639536
COMMUNITY NURSES BRENT CCG,HA0 3HG,51.558196,-0.31639536
COMMUNITY OPHTHALMOLOGY SERVICE,HA0 3HG,51.558196,-0.31639536
ALPERTON MEDICAL CENTRE,HA0 4JB,51.542867,-0.29417582
STANLEY CORNER MEDICAL CENTRE,HA0 4JF,51.544242,-0.2966049
THE EAGLE EYE,HA0 4SH,51.545691,-0.29919001
PREMIER MEDICAL CENTRE,HA0 4UZ,51.549721,-0.30675617
THE SUNFLOWER MEDICAL CENTRE,HA0 4UZ,51.549721,-0.30675617
PEARL MEDICAL PRACTICE,HA0 4UZ,51.549721,-0.30675617
COMMUNITY CHILD HEALTH DRS,HA0 4UZ,51.549721,-0.30675617
NURSE PRESCRIBING-UNREGISTERED,HA0 4UZ,51.549721,-0.30675617
SMS MEDICAL PRACTICE,HA0 4UZ,51.549721,-0.30675617
COMMUNITY DERMATOLOGY CLINIC,HA0 4UZ,51.549721,-0.30675617
THE WEMBLEY PRACTICE,HA0 4UZ,51.549721,-0.30675617
GP EXTENDED ACCESS HUB SERVICE,HA0 4UZ,51.549721,-0.30675617
HEALTH VISITORS CLCH,HA0 4UZ,51.549721,-0.30675617
DMC COMMUNITY DERM BRENT,HA0 4UZ,51.549721,-0.30675617
ST MARKS BCSC,HA1 3UJ,51.575098,-0.32248145
THE HARROW ACCESS UNIT,HA1 3UJ,51.575098,-0.32248145
URGENT CARE CENTRE,HA1 3UJ,51.575098,-0.32248145
STARRS,HA1 3UJ,51.575098,-0.32248145
URGENT CARE CENTRE NORTHWICK PARK HOSP,HA1 3UJ,51.575098,-0.32248145
KENTON MEDICAL CENTRE,HA3 0AA,51.579337,-0.31958317
PRIMARY CARE MEDICAL CENTRE,HA3 0UN,51.586519,-0.29690078
KENTON CLINIC,HA3 0UQ,51.586103,-0.2924271
ST LUKE'S HOSPICE,HA3 0YG,51.586423,-0.3014658
PALLIATIVE CARE COMMUNITY HARROW,HA3 0YG,51.586423,-0.3014658
KENTON BRIDGE MEDICAL CENTRE DR GOLDEN,HA3 0YX,51.582203,-0.3162155
KENTON BRIDGE MEDICAL CENTRE - DR RAJA,HA3 0YX,51.582203,-0.3162155
JAI MEDICAL CENTRE (BRENT),HA8 5LP,51.598177,-0.27074944
BRENT INTEGRATED DIABETES CARE TEAM,HA9 6JE,51.548213,-0.27175029
HAZELDENE MEDICAL CENTRE,HA9 6PW,51.547797,-0.27525635
THE SURGERY,HA9 6QL,51.550629,-0.28197161
THE BEECHCROFT MEDICAL CENTRE,HA9 8EP,51.561841,-0.28866166
WEMBLEY PARK DRIVE MEDICAL CENTRE,HA9 8HD,51.560557,-0.29003712
PRESTON MEDICAL CENTRE,HA9 8JZ,51.564335,-0.29255016
PRESTON ROAD SURGERY,HA9 8LB,51.564926,-0.29238373
THE TUDOR HOUSE MEDICAL CENTRE,HA9 9DS,51.564504,-0.26670326
ELLIS PRACTICE,HA9 9FX,51.563904,-0.27663799
CHALKHILL FAMILY PRACTICE,HA9 9FX,51.563904,-0.27663799
FORTY WILLOWS SURGERY,HA9 9HA,51.565804,-0.27066495
UXENDON CRESCENT SURGERY,HA9 9TW,51.572062,-0.29276569
THE VILLAGE MEDICAL CENTRE,NW10 0DJ,51.563927,-0.2586889
THE WILLESDEN MEDICAL CENTRE,NW10 2PT,51.547488,-0.23391829
CHAMBERLAYNE RD SURGERY,NW10 3JP,51.535306,-0.22043237
ROUNDWOOD PARK MEDICAL CENTRE,NW10 3RY,51.542861,-0.23542416
BURNLEY PRACTICE,NW10 3RY,51.542861,-0.23542416
HARNESS & WILLESDEN GYNAEGOLOGICAL SVC,NW10 3RY,51.542861,-0.23542416
BUCKINGHAM RD SURGERY,NW10 4RR,51.534903,-0.2450464
FREUCHEN MEDICAL CENTRE,NW10 4ST,51.534522,-0.24301362
THE LAW MEDICAL GROUP PRACTICE,NW10 5UY,51.533879,-0.23428644
PARK ROYAL MEDICAL PRACTICE,NW10 7NS,51.53162,-0.26976916
URGENT TREATMENT CENTRE,NW10 7NS,51.53162,-0.26976916
THE STONEBRIDGE PRACTICE,NW10 8RY,51.542829,-0.2640082
HARNESS HARLESDEN PRACTICE,NW10 8RY,51.542829,-0.2640082
AKSYR MEDICAL PRACTICE,NW10 8RY,51.542829,-0.2640082
HILLTOP MEDICAL PRACTICE,NW10 8RY,51.542829,-0.2640082
PARK ROAD SURGERY,NW10 8TA,51.539859,-0.25538254
BRENTFIELD MEDICAL CENTRE,NW10 8TF,51.550569,-0.26023748
ST ANDREWS MEDICAL CENTRE,NW10 9AR,51.538429,-0.25354823
CHURCH END MEDICAL CENTRE,NW10 9HP,51.547579,-0.25322675
THE SHELDON PRACTICE,NW2 3AH,51.555933,-0.21557389
CHICHELE ROAD SURGERY,NW2 3AN,51.554774,-0.21628277
MAPESBURY MEDICAL GROUP,NW2 3PS,51.551496,-0.20947305
WILLESDEN GREEN SURGERY,NW2 3UY,51.553773,-0.21609114
WALM LANE SURGERY,NW2 4RT,51.550336,-0.21949976
STAVERTON SURGERY,NW2 5HA,51.544165,-0.22588428
KILBURN PRIMARY CARE CO-OP LIMITED,NW2 5HA,51.544165,-0.22588428
OXGATE GARDENS SURGERY,NW2 6EA,51.56448,-0.22777729
ST. GEORGES MEDICAL CENTRE,NW2 6JH,51.55874,-0.24611981
GLADSTONE MEDICAL CENTRE,NW2 6JH,51.55874,-0.24611981
CREST MEDICAL CENTRE,NW2 7NA,51.564678,-0.24092805
NEASDEN MEDICAL CENTRE,NW2 7SA,51.559676,-0.2473966
THE MEDICAL CENTRE,NW6 5AY,51.534451,-0.19332988
KILBURN PARK MEDICAL CENTRE,NW6 5AY,51.534451,-0.19332988
PEEL PRECINCT SURGERY,NW6 5DX,51.534057,-0.19872357
THE LONSDALE MEDICAL CENTRE,NW6 6RR,51.537011,-0.20428821
PARK HOUSE MEDICAL CENTRE,NW6 6SD,51.534557,-0.20666296
BRONDESBURY MEDICAL CENTRE,NW6 7JQ,51.543504,-0.20021092
THE CLARENCE MEDICAL CENTRE,NW6 7TG,51.541778,-0.20490816
KINGSBURY HEALTH AND WELLBEING,NW9 0EF,51.591768,-0.26543471
KINGS EDGE MEDICAL CENTRE,NW9 0QP,51.594974,-0.26882092
WAKEMANS HILL SURGERY,NW9 0TA,51.587097,-0.25420883
CHURCH LANE SURGERY,NW9 8LU,51.574931,-0.26212158
WILLOW TREE FAMILY DOCTORS,NW9 9AD,51.589362,-0.26507885
BRAMPTON HEALTH CENTRE,NW9 9BY,51.586108,-0.27740024
THE FRYENT WAY SURGERY,NW9 9SB,51.582954,-0.28057951
K&W HEALTHCARE WIC,NW9 9SB,51.582954,-0.28057951
K&W HEALTHCARE CARE HOME TM,NW9 9SB,51.582954,-0.28057951
BLESSING MEDICAL CENTRE,W9 3EG,51.533095,-0.20573997
CRI BROMLEYCOMMUNITY DRUGS PROJECT,BR1 1DG,51.409192,0.010042276
CGL BROMLEY,BR1 1DG,51.409192,0.010042276
BROMLEY COMMUNITY ANTICOAGULATION CLINIC,BR1 1HD,51.402655,0.015751057
CROYDON BOOTS ANTICOAGULATION SERVICE,BR1 1HD,51.402655,0.015751057
DYSART SURGERY,BR1 1HN,51.40039,0.015177018
C&RH BROMLEY Y,BR1 1JA,51.401897,0.014323139
KCA SHARED CARE,BR1 1RL,51.406192,0.016079169
SOUTH VIEW PARTNERSHIP,BR1 3DR,51.405111,0.026125162
DR MATTHEWS & PARTNER,BR1 3DR,51.405111,0.026125162
PUBLIC HEALTH SERVICES,BR1 3UH,51.403879,0.020377067
HIGHLAND ROAD SURGERY,BR1 4AD,51.41014,0.006129411
LONDON LANE CLINIC,BR1 4HB,51.415223,0.008652963
SUNDRIDGE MEDICAL CENTRE,BR1 4HE,51.414678,0.01474111
LINKS MEDICAL PRACTICE,BR1 4PX,51.419794,0.014807866
MEDICAL RESPONSE TEAM OOH,BR2 7EH,51.377216,0.010422993
BHC NON MEDICAL PRESCRIBERS,BR2 7EH,51.377216,0.010422993
BHC DERMATOLOGY (GREENWICH),BR2 7EH,51.377216,0.010422993
BHC GYNAECOLOGY (GREENWICH),BR2 7EH,51.377216,0.010422993
BHC MINOR SURGERY (GREENWICH),BR2 7EH,51.377216,0.010422993
BEXLEY 0-19 SERVICE,BR2 7EH,51.377216,0.010422993
PICKHURST SURGERY,BR2 7JF,51.378033,0.010516259
FORGE CLOSE SURGERY,BR2 7LL,51.377218,0.016587608
FALLS & FRACTURE PREVENTION SERVICE,BR2 8LD,51.380846,0.044856206
SOUTHBOROUGH LANE SURGERY,BR2 9GT,51.387698,0.039268758
BROMLEY COMMON PRACTICE,BR2 9GT,51.387698,0.039268758
COMMUNITY PAEDIATRICIANS,BR2 9JG,51.39561,0.024828414
SLAM - ADULT ADHD SERVICE,BR3 3BX,51.380929,-0.029752715
DERRY DOWNS SURGERY,BR5 4DU,51.385174,0.11665122
SUMMERCROFT SURGERY,BR6 7AR,51.365356,0.063057228
POVEREST MEDICAL CENTRE,BR5 2DQ,51.389981,0.1014213
MANOR ROAD SURGERY,BR3 5LE,51.407147,-0.022543659
FAMILY SURGERY,BR6 6BG,51.354086,0.090069226
GREEN STREET GREEN MED CT,BR6 6BG,51.354086,0.090069226
CHISLEHURST MEDICAL PRACTICE,BR7 5AQ,51.419598,0.066333131
EDEN PARK SURGERY,BR3 4DQ,51.399335,-0.041426161
ST MARY CRAY PRACTICE,BR5 4AR,51.387048,0.11346071
STATION ROAD SURGERY,BR4 0PU,51.377081,-0.014887538
ADDINGTON ROAD SURGERY,BR4 9BG,51.369081,-0.003969897
CORNERWAYS SURGERY,BR3 5LG,51.407046,-0.020261805
BROOMWOOD ROAD SURGERY,BR5 2JP,51.402718,0.10871958
CHELSFIELD SURGERY,BR6 6HD,51.35576,0.10406315
CHARTERHOUSE SURGERY,BR6 9JN,51.368622,0.09639174
ELM HOUSE SURGERY,BR3 3FD,51.405061,-0.033201651
CATOR MEDICAL CENTRE,BR3 3FD,51.405061,-0.033201651
ST JAMES' PRACTICE,BR3 4DG,51.399238,-0.043673028
KNOLL MEDICAL PRACTICE,BR6 0FE,51.37541,0.10104131
SEVENOAKS ROAD SURGERY,BR6 9JR,51.369868,0.096133
TUDOR WAY SURGERY,BR5 1LH,51.38879,0.078930014
BALLATER SURGERY,BR6 0DP,51.3822,0.095000179
GILLMANS ROAD SURGERY,BR5 4LA,51.377152,0.11020272
WICKHAM PARK SURGERY,BR4 9PS,51.376153,-0.023319243
BANK HOUSE SURGERY,BR6 7BA,51.359218,0.069949047
WHITEHOUSE SURGERY,BR5 1EL,51.384131,0.077425406
CROSS HALL SURGERY,BR5 3NL,51.395281,0.11523457
CRESCENT SURGERY,BR5 2DD,51.389854,0.10644631
GYNAECOLOGY SERVICE (BROMLEY HEALTHCARE),BR3 3QL,51.405061,-0.033201651
DERMATOLOGY SERVICE (BROMLEY HEALTHCARE),BR3 3QL,51.405061,-0.033201651
BROMLEY DIABETES SERVICE (BECKENHAM),BR3 3QL,51.405061,-0.033201651
URGENT CARE CENTRE BECKENHAM BEACON,BR3 3QL,51.405061,-0.033201651
C&RH BECKENHAM BEACON,BR3 3QL,51.405061,-0.033201651
VASECTOMY CLINIC,BR3 3QL,51.405061,-0.033201651
BECKENHAM BEACON URGENT CARE CENTRE,BR3 3QL,51.405061,-0.033201651
BROMLEY GP ALLIANCE,BR3 3QL,51.405061,-0.033201651
BROMLEY COMMUNITY HEADACHE SERVICE,BR3 3QL,51.405061,-0.033201651
BROMLEAG CARE PRACTICE,BR3 3QL,51.405061,-0.033201651
BMI-THE SLOANE HOSPITAL,BR3 5HS,51.408332,-0.004360331
C&RH ELDRED DRIVE,BR5 4PE,51.373741,0.11781929
BMI-CHELSFIELD PARK HOSPITAL,BR6 7RG,51.358397,0.13081456
SAS,BR6 8ND,51.365713,0.059625435
URGENT CARE CENTRE (PRUH),BR6 8ND,51.365713,0.059625435
PRUH URGENT CARE CENTRE,BR6 8ND,51.365713,0.059625435
BROMLEY DIABETES SERVICE (ORPINGTON),BR6 9JU,51.362502,0.095149785
INTERMEDIATE CARE SERVICE,BR6 9JU,51.362502,0.095149785
C&RH ORPINGTON HOSPITAL,BR6 9JU,51.362502,0.095149785
WOODLANDS PRACTICE,BR7 6DB,51.421055,0.064255747
BROMLEY SCREN,SE12 9PN,51.435634,0.025504421
DR S LINGARAJAH'S PRACTICE,SE12 9PN,51.435634,0.025504421
CRYSTAL PALACE PHYSIO GROUP,SE19 2BB,51.418999,-0.067768624
ROBIN HOOD SURGERY,SE20 7AB,51.409884,-0.057655797
