Name,Borough,Latitude,Longitude
Thirsty Eddie's (Pub),Brent,51.55377689,-0.291724993
Corner House (Pub),Brent,51.55310301,-0.286211183
Station 31 (Pub),Brent,51.55263075,-0.285276901
Arch (Pub),Brent,51.55289533,-0.284920777
Travelodge London Wembley High Road (Pub),Brent,51.55216027,-0.296199279
Aroma Lounge (Pub),Brent,51.56208791,-0.302393212
St Georges Hotel (Pub),Brent,51.55532803,-0.286473861
Green Man Hotel (Pub),Brent,51.55700795,-0.289440226
Wembley Tavern (Pub),Brent,51.56205024,-0.282499001
Parish (Pub),Brent,51.56175354,-0.283116142
Duke (Pub),Kingston upon Thames,51.39186336,-0.307033911
Double 6 Sports Bar (Pub),Brent,51.56216985,-0.281455695
Stadium Lounge (Pub),Brent,51.56240945,-0.292325166
Preston (Pub),Brent,51.56966496,-0.295328941
182 (Pub),Brent,51.57037284,-0.294537639
Windermere (Pub),Brent,51.56916822,-0.306357529
Oak (Pub),Kingston upon Thames,51.41613568,-0.300888796
Nest (Bar & Dining) (Pub),Brent,51.57107215,-0.308061666
Crock Of Gold (Pub),Brent,51.56445561,-0.277892214
Torch (Pub),Brent,51.56445561,-0.277892214
Frankie & Benny's (Pub),Newham,51.52435676,0.078019443
Lighterman (Pub),Barking and Dagenham,51.52857587,0.103168
Ship & Shovel (Pub),Barking and Dagenham,51.53214026,0.116482017
IBIS Hotel (Cafe Riviera) (Pub),Barking and Dagenham,51.53420613,0.07179182
Boathouse CafÃ© & Bar (Pub),Barking and Dagenham,51.53180731,0.075734494
Victoria (Pub),Barking and Dagenham,51.5354222,0.07930191
Deuce Lounge (Pub),Barking and Dagenham,51.5382163,0.077929499
Kings Lounge (Pub),Barking and Dagenham,51.53894781,0.078770364
Jolly Fisherman (Pub),Barking and Dagenham,51.5411205,0.07439874
Spotted Dog (Pub),Barking and Dagenham,51.54018322,0.082129058
Barking Dog (Pub),Barking and Dagenham,51.53941039,0.08108434
Royal Oak (Pub),Barking and Dagenham,51.54645735,0.091891309
Thatched House (Pub),Barking and Dagenham,51.53345131,0.105598766
Frankie & Benny's (Pub),Redbridge,51.55763653,0.074096804
General Havelock (Pub),Redbridge,51.55992225,0.077057358
Prince Of Wales (Pub),Redbridge,51.55914983,0.086630554
Papermakers Arms (Pub),Redbridge,51.5566683,0.069854745
Bishop (Pub),Kingston upon Thames,51.41031247,-0.307992684
Champs Sports Bar & Grill (Pub),Redbridge,51.55783752,0.070355037
O'Neill's (Pub),Redbridge,51.55925146,0.071255998
Great Spoon Of Ilford (Pub),Redbridge,51.5622416,0.06844853
Jono's Bar (Pub),Redbridge,51.55975542,0.069706329
Sydney's (Pub),Redbridge,51.57584025,0.065804136
Visage 80s Bar (Pub),Redbridge,51.57673553,0.067562204
King George V (Pub),Redbridge,51.57833215,0.070853238
Miller & Carter Steakhouse Dick Turpin (Pub),Redbridge,51.5860651,0.102746393
O'Grady's Irish Bar (Pub),Redbridge,51.5649971,0.101125016
Ash Grove (Pub),Redbridge,51.56036502,0.095140609
Bridge House (Pub),Redbridge,51.56575078,0.110235706
Red House [Beefeater] (Pub),Redbridge,51.57697284,0.044783901
Beehive [Harvester] (Pub),Redbridge,51.57700058,0.059650724
Unicorn (Pub),Redbridge,51.59174245,0.064100173
New Fairlop Oak (Pub),Redbridge,51.59407986,0.084997007
Old Maypole (Pub),Redbridge,51.60129056,0.084071064
Fairlop Waters (Dalton's & S/D) (Pub),Redbridge,51.59502624,0.097991516
Forester (Pub),Redbridge,51.61249093,0.112013361
Queens Head (Pub),Kingston upon Thames,51.41880454,-0.301379424
Travellers Friend (Pub),Redbridge,51.61563878,0.025735016
Horse & Well (Pub),Redbridge,51.61735311,0.026966987
Rose & Crown (Pub),Redbridge,51.6096964,0.02093537
Miller & Carter Woodford Green (Pub),Redbridge,51.60939564,0.021167544
Railway Tavern (Pub),Redbridge,51.6078507,0.038747613
La Sala (Pub),Redbridge,51.60666078,0.055418272
Crown & Crooked Billet (Pub),Redbridge,51.60732563,0.061095261
Toby Carvery Woodford Green (Pub),Redbridge,51.59146915,0.047354942
Cricketers (Pub),Redbridge,51.6019253,0.018929652
Royal Oak Pub & Kitchen (Pub),Waltham Forest,51.60420481,0.002928901
County Hotel (Pub),Waltham Forest,51.60332524,0.010717121
O`Neill's (Pub),Kingston upon Thames,51.40910794,-0.305535199
Woody`s (Pub),Kingston upon Thames,51.40785147,-0.30819854
Ram (Pub),Kingston upon Thames,51.40830992,-0.307563348
Henry's (Pub),Kingston upon Thames,51.40830992,-0.307563348
Mill (Pub),Kingston upon Thames,51.40724739,-0.308091398
Stein's (Pub),Kingston upon Thames,51.40724739,-0.308091398
Browns (Pub),Kingston upon Thames,51.40924985,-0.307888141
7000 Jars of Beer (Pub),Kingston upon Thames,51.40961878,-0.305415645
Druids Head (Pub),Kingston upon Thames,51.40915236,-0.306741407
Wheelwrights Arms (Pub),Kingston upon Thames,51.41051883,-0.301744294
Cornerstone (Pub),Kingston upon Thames,51.41170695,-0.299341879
Gazebo (Pub),Kingston upon Thames,51.41067744,-0.307734748
Kings Tun (Pub),Kingston upon Thames,51.41138711,-0.30084929
Albion (Pub),Kingston upon Thames,51.40924731,-0.297779581
Cocoanut (Pub),Kingston upon Thames,51.40635275,-0.29847648
Spring Grove (Pub),Kingston upon Thames,51.40324621,-0.299439901
Antoinette Hotel (Pub),Kingston upon Thames,51.40166236,-0.301223809
Cricketers (Pub),Kingston upon Thames,51.40767527,-0.296658842
Duke of Buckingham (Pub),Kingston upon Thames,51.40250444,-0.294809145
Bricklayers Arms (Pub),Kingston upon Thames,51.40872536,-0.292809355
Willow (Pub),Kingston upon Thames,51.40876766,-0.274215319
White Hart Hotel (Pub),Richmond upon Thames,51.41220035,-0.311072211
Swan (Pub),Richmond upon Thames,51.41292815,-0.311030997
Foresters Arms (Pub),Richmond upon Thames,51.41374545,-0.312208843
Star (Pub),Kingston upon Thames,51.32715751,-0.327401398
Boaters Inn (Pub),Kingston upon Thames,51.41894663,-0.305602597
Hawker Centre (Pub),Kingston upon Thames,51.42692076,-0.309191389
Whelans (Pub),Kingston upon Thames,51.41259209,-0.300229358
Grey Horse (Pub),Kingston upon Thames,51.41420504,-0.300457103
Cardinal (Pub),Kingston upon Thames,51.42696529,-0.299220891
Park Tavern (Pub),Kingston upon Thames,51.41950577,-0.28777617
Pottery (Pub),Kingston upon Thames,51.41626591,-0.288213734
Wych Elm (Pub),Kingston upon Thames,51.41682591,-0.294549564
Willoughby Arms (Pub),Kingston upon Thames,51.41552244,-0.292110129
Norbiton (Pub),Kingston upon Thames,51.41390639,-0.288589556
Fighting Cocks (Pub),Kingston upon Thames,51.41067905,-0.297913302
Black Horse (Pub),Kingston upon Thames,51.4135447,-0.287222516
Kingston Lodge Hotel (Pub),Kingston upon Thames,51.41843489,-0.279129292
Albert (Pub),Kingston upon Thames,51.41706865,-0.282848036
Han (Pub),Kingston upon Thames,51.40311931,-0.257145985
Watchman (Pub),Kingston upon Thames,51.39910656,-0.255199491
Bar Malden (Pub),Kingston upon Thames,51.40356507,-0.256280764
Glasshouse (Pub),Kingston upon Thames,51.40542292,-0.25784926
Woodies (Pub),Kingston upon Thames,51.39323105,-0.268316698
Earl Beatty (Pub),Merton,51.3948517,-0.238283881
Plough (Pub),Kingston upon Thames,51.38487679,-0.253771464
Centrals Bar & Lounge (Pub),Sutton,51.37970438,-0.244038398
Brook (Pub),Sutton,51.37970438,-0.244038398
Rumours (Pub),Sutton,51.37706704,-0.239081236
North End Tavern (Pub),Sutton,51.37626725,-0.236726637
H G Wells (Pub),Sutton,51.37319262,-0.232606085
Berrylands (Pub),Kingston upon Thames,51.39842608,-0.280340275
Castle (Pub),Kingston upon Thames,51.38957352,-0.293004015
Brave New World (Pub),Kingston upon Thames,51.39308131,-0.296136537
Gordon Bennett (Pub),Kingston upon Thames,51.39462648,-0.308441395
Antelope (Pub),Kingston upon Thames,51.39524507,-0.3076855
Grove (Pub),Kingston upon Thames,51.3969225,-0.307393685
Harts Boatyard (Pub),Kingston upon Thames,51.39696538,-0.312236599
Fox & Hounds (Pub),Kingston upon Thames,51.39582543,-0.311760985
Victoria (Pub),Kingston upon Thames,51.39208384,-0.307356379
Coronation Hall (Pub),Kingston upon Thames,51.39366731,-0.303675708
Bosco Lounge (Pub),Kingston upon Thames,51.39366731,-0.303675708
Surbiton Flyer (Pub),Kingston upon Thames,51.39259032,-0.305066634
Blue Orchid (Pub),Kingston upon Thames,51.39367334,-0.30409234
Waggon & Horses (Pub),Kingston upon Thames,51.39897828,-0.301553133
Maypole (Pub),Kingston upon Thames,51.38059318,-0.301902485
Wags N Tales (Pub),Kingston upon Thames,51.39093885,-0.30902277
Lamb (Pub),Kingston upon Thames,51.3922141,-0.312023064
Black Lion (Pub),Kingston upon Thames,51.39192045,-0.310366505
Prince of Wales (Pub),Kingston upon Thames,51.38948719,-0.29757786
Royal Oak (Pub),Kingston upon Thames,51.38535948,-0.295100862
Broadway Bar Cafe (Pub),Kingston upon Thames,51.38057009,-0.281813706
Mute Swan (Pub),Richmond upon Thames,51.4047493,-0.342201218
Sextons at Hampton Court (Pub),Richmond upon Thames,51.40573544,-0.343890928
North Star (Pub),Kingston upon Thames,51.37185124,-0.304940951
Chessington Oak (Pub),Kingston upon Thames,51.36425106,-0.297406826
Cricketers (Pub),Kingston upon Thames,51.36773595,-0.310781471
Lucky Rover (Pub),Kingston upon Thames,51.36794882,-0.306837486
William Bourne (Pub),Kingston upon Thames,51.36253412,-0.28942625
Monkey Puzzle (Pub),Kingston upon Thames,51.34860296,-0.314759089
Shy Horse (Pub),Kingston upon Thames,51.33866827,-0.319272702
Furlong (Pub),Barnet,51.59945843,-0.14765324
Maid Of Muswell (Pub),Haringey,51.59873141,-0.138643956
Miller & Carter (Pub),Haringey,51.58985437,-0.144795651
John Baird (Pub),Haringey,51.59019703,-0.145994359
Muswell Hillbilly Taproom (Pub),Haringey,51.59072138,-0.143894142
Roseview Hotel (Pub),Haringey,51.59213834,-0.144789248
Famous Royal Oak (Pub),Haringey,51.58838246,-0.141564205
Mossy Well (Pub),Haringey,51.59081821,-0.142056739
Victoria Stakes (Pub),Haringey,51.58747379,-0.13416692
Star Of Kings (Pub),Islington,51.53670457,-0.121939563
Crown (Pub),Islington,51.5363958,-0.109436049
Bull (Pub),Islington,51.53718752,-0.103332447
Alphabet (Pub),Islington,51.53600232,-0.104001781
Radicals & Victuallers (Pub),Islington,51.53600232,-0.104001781
Steam Passage Tavern (Pub),Islington,51.53481512,-0.105103737
Nag's Head (Pub),Islington,51.53392855,-0.105890353
Pig & Butcher (Pub),Islington,51.5372475,-0.106487916
Angelic (Pub),Islington,51.53478897,-0.107383046
Islington Town House (Pub),Islington,51.53377758,-0.107122222
Islington Cafe Bar (Pub),Islington,51.53415762,-0.111172586
Molly's Bar (Pub),Enfield,51.61648925,-0.135678594
Arnos Arms (Pub),Enfield,51.61622391,-0.134259469
Ranelagh (Pub),Haringey,51.60784647,-0.125446966
Springfield Bar & Grill (Pub),Haringey,51.60534656,-0.122632775
Tarmon (Pub),Islington,51.53923425,-0.116499799
Meltdown (Pub),Islington,51.54014492,-0.116649655
Cuckoo (Pub),Islington,51.54158209,-0.1137493
Hemingford Arms (Pub),Islington,51.54296576,-0.113115191
Kennedy's (Pub),Islington,51.54065905,-0.117306207
Drapers Arms (Pub),Islington,51.5405581,-0.108239586
Albion (Pub),Islington,51.53960636,-0.109447145
Regent (Pub),Islington,51.5399848,-0.106705925
Foxglove (Pub),Islington,51.5399848,-0.106705925
Slim Jims Liquor Store (Pub),Islington,51.53798933,-0.102866493
Kings Head Theatre Bar (Pub),Islington,51.53798933,-0.102866493
John Salt (Pub),Islington,51.53913611,-0.102602472
Hoxley & Porter (Pub),Islington,51.54023691,-0.102830661
Vineyard (Pub),Islington,51.54136583,-0.103129796
Hope & Anchor (Pub),Islington,51.54357476,-0.103484984
Dead Dolls House (Pub),Islington,51.54260994,-0.103323207
Library (Pub),Islington,51.54527485,-0.10351523
Famous Cock Tavern (Pub),Islington,51.54527485,-0.10351523
White Swan (Pub),Islington,51.54574145,-0.103452555
Taproom (Pub),Islington,51.54083305,-0.102993329
Lucky Voice (Pub),Islington,51.53904985,-0.103384768
Tally Ho (Pub),Barnet,51.6137382,-0.176349724
Hollywood Bowl (Pub),Barnet,51.6058562,-0.1743116
Woodhouse (Pub),Barnet,51.61147598,-0.162762734
Elephant Inn (Pub),Barnet,51.61132718,-0.179753784
Safari Club Bar (Pub),Barnet,51.62069926,-0.176995214
Finchley Tavern (Pub),Barnet,51.6128164,-0.17547672
Bohemia (Pub),Barnet,51.61557957,-0.176218152
Toolans (Pub),Barnet,51.6189262,-0.176315112
Four Sisters (Pub),Islington,51.54302124,-0.102065828
Smokehouse (Pub),Islington,51.54214519,-0.099059348
Myddleton Arms (Pub),Islington,51.54137226,-0.096870696
Alwyne Castle (Pub),Islington,51.54656162,-0.098572359
Hen & Chickens (Pub),Islington,51.54604176,-0.10144973
Canonbury Tavern (Pub),Islington,51.54482204,-0.097217083
BrewDog Angel (Pub),Islington,51.53686801,-0.101370223
Barrio (Pub),Islington,51.53768788,-0.100355517
Simmons (Pub),Islington,51.53768788,-0.100355517
Kings (Pub),Islington,51.53768788,-0.100355517
Marquess Tavern (Pub),Islington,51.54318162,-0.095324155
Compton Arms (Pub),Islington,51.54409413,-0.102237504
Fox on the Green (Pub),Islington,51.53648157,-0.102496629
Occasional Half (Pub),Enfield,51.61016262,-0.11007124
Wishing Well (Pub),Enfield,51.61774003,-0.109871986
Alfred Herring (Pub),Enfield,51.61905344,-0.10711605
Festio (Pub),Enfield,51.61704147,-0.108933238
Bird In Hand (Pub),Enfield,51.61106774,-0.101526733
Baring Arms (Pub),Islington,51.53694757,-0.088562038
Rosemary Branch (Pub),Islington,51.53762241,-0.086933118
Michael's Den (Pub),Islington,51.54002152,-0.089572432
Hunter S (Pub),Hackney,51.54605536,-0.083507317
De Beauvoir Arms (Pub),Islington,51.54086282,-0.085470421
Lord Clyde (Pub),Islington,51.54352164,-0.090247851
Seveney (Pub),Islington,51.54513136,-0.088045931
Trent Park Golf Club (Pub),Enfield,51.64925677,-0.131110238
Oakwood Tavern (Pub),Enfield,51.64883882,-0.129147054
Osidge Arms (Pub),Barnet,51.6321529,-0.142419691
New Crown (Pub),Enfield,51.63350827,-0.130934096
Fishmongers Arms (Pub),Enfield,51.63371593,-0.124784194
Olde Cherry Tree (Pub),Enfield,51.62558434,-0.124065269
Walker Ground (Pub),Enfield,51.62487737,-0.130480129
Duke Of Wellington (Pub),Hackney,51.54623188,-0.080009608
Scolt Head (Pub),Hackney,51.54272385,-0.08214741
Talbot (Pub),Hackney,51.54290931,-0.079197581
Lady Mildmay (Pub),Islington,51.54999912,-0.084365706
Alma (Pub),Islington,51.54876683,-0.087648329
Cellars (Pub),Islington,51.55080517,-0.086365662
Weavers Arms (Pub),Islington,51.54938528,-0.08697333
K K Mccools (Pub),Haringey,51.58628632,-0.088903827
Green Gate (Pub),Haringey,51.58756653,-0.098507499
Five Miles (Pub),Haringey,51.58326385,-0.064723316
Mannions Prince Arthur (Pub),Haringey,51.58472242,-0.064286074
Fountain (Pub),Haringey,51.58498003,-0.078305783
True Craft (Pub),Haringey,51.58434646,-0.075315682
No.8 (Pub),Haringey,51.57831401,-0.081992909
Balabam (Pub),Haringey,51.57747798,-0.072690304
Dutch House (Pub),Haringey,51.58001779,-0.072380871
Beef & Brew (Pub),Hackney,51.53889361,-0.077794855
Howl At The Moon (Pub),Hackney,51.53335259,-0.07988839
Stags Head (Pub),Hackney,51.53614877,-0.078761293
Barge House (Pub),Hackney,51.53724412,-0.080849318
Prince (Pub),Hackney,51.56001752,-0.078361904
Red Lion (Pub),Hackney,51.56222769,-0.080432969
Clarence Tavern (Pub),Hackney,51.56227808,-0.079117933
Three Crowns (Pub),Hackney,51.56258591,-0.073766706
Rochester Castle (Pub),Hackney,51.56132522,-0.074209464
Londesborough (Pub),Hackney,51.55764577,-0.081246031
Auld Shillelagh (Pub),Hackney,51.56194297,-0.079521584
Ryan's N16 (Pub),Hackney,51.56114168,-0.082758166
Turnpike House (Pub),Hackney,51.57501072,-0.071943118
Wheatsheaf (Pub),Hackney,51.56581687,-0.071191829
Birdcage (Pub),Hackney,51.56691069,-0.072631783
Mascara (Pub),Hackney,51.56691069,-0.072631783
Axe (Pub),Hackney,51.56291006,-0.072151529
Jolly Butchers (Pub),Hackney,51.56289993,-0.073176334
Pequeno (Pub),Hackney,51.56204008,-0.073385776
Coach & Horses (Pub),Hackney,51.56127837,-0.073547784
Haunt (Pub),Hackney,51.55623559,-0.074222281
Red Hand (Pub),Hackney,51.55157732,-0.074765005
Marquis Of Lansdowne (Pub),Hackney,51.55157732,-0.074765005
Bardens (Pub),Hackney,51.55157732,-0.074765005
Yucatan (Pub),Hackney,51.55615544,-0.074817118
Scenario (Pub),Hackney,51.55469231,-0.074979813
White Hart (Pub),Hackney,51.55919733,-0.074414679
Railway Tavern Ale House (Pub),Islington,51.54857402,-0.077516759
Army & Navy (Pub),Islington,51.55172373,-0.079850618
Shakespeare (Pub),Hackney,51.55554693,-0.082127678
Leconfield (Pub),Islington,51.55325454,-0.088224744
Clissold Park Tavern (Pub),Islington,51.55642321,-0.090630935
Be-bop-a-lula (Pub),Hackney,51.55416759,-0.088518272
Rose & Crown (Pub),Hackney,51.56104513,-0.084002966
Stokey (Pub),Hackney,51.55670517,-0.08366585
Yield (Pub),Islington,51.55151891,-0.0860184
Bergen House (Pub),Islington,51.55151891,-0.0860184
Three Crowns (Pub),Hackney,51.52728203,-0.087554225
George & Vulture (Pub),Hackney,51.52901058,-0.083819727
Prince Arthur (Pub),Hackney,51.5275594,-0.08526472
Lion & Lamb (Pub),Hackney,51.52962082,-0.081544936
Macbeth (Pub),Hackney,51.53026245,-0.080090579
Troy Bar (Pub),Hackney,51.52768926,-0.080011471
Red Lion (Pub),Hackney,51.52783114,-0.080438011
Hoxton Square Bar (Pub),Hackney,51.52778143,-0.081795307
Zigfrid (Pub),Hackney,51.52778143,-0.081795307
Cocktail Havanna (Pub),Hackney,51.52778143,-0.081795307
Number 177 (Pub),Hackney,51.53141837,-0.080387955
Super Lyan (Pub),Hackney,51.53141837,-0.080387955
7 Seasons (Pub),Hackney,51.53235343,-0.080377433
No.8 (Pub),Haringey,51.60215476,-0.067313927
Coach & Horses (Pub),Haringey,51.60699174,-0.067801735
Bill Nicholson (Pub),Haringey,51.60561726,-0.061346985
New Moon (Pub),Haringey,51.59784363,-0.0912345
Ship (Pub),Haringey,51.59291862,-0.069987096
Elbow Room (Pub),Haringey,51.59291862,-0.069987096
Elmhurst (Pub),Haringey,51.59823188,-0.07647601
Antwerp Arms (Pub),Haringey,51.60191522,-0.074616432
Bricklayers Arms (Pub),Haringey,51.60612156,-0.06847411
Beehive (Pub),Haringey,51.59390392,-0.068660383
Volunteer (Pub),Haringey,51.59037406,-0.064551255
High Cross (Pub),Haringey,51.58933499,-0.069705839
Ferry Boat Inn (Pub),Haringey,51.58764456,-0.05502405
Brewheadz (Pub),Haringey,51.59589761,-0.057617063
Bluecoats (Pub),Haringey,51.59607452,-0.068322852
Victoria (Pub),Haringey,51.59674111,-0.06784697
Two Brewers (Pub),Haringey,51.59674111,-0.06784697
North By Northwest (Pub),Islington,51.53774447,-0.091109844
Hanbury Arms (Pub),Islington,51.53601472,-0.093676842
Eagle (Pub),Hackney,51.52936475,-0.0917489
William IV (Pub),Hackney,51.5310018,-0.092877105
Beehive (Pub),Hackney,51.53131369,-0.087183321
Wenlock Arms (Pub),Hackney,51.53078534,-0.093390785
Talbot Freehouse (Pub),Enfield,51.61634749,-0.076764774
Crown & Anchor (Pub),Enfield,51.61643615,-0.06357286
Gilpin's Bell (Pub),Enfield,51.60967393,-0.065766978
Lt's (Pub),Enfield,51.6105484,-0.065354301
White Horse (Pub),Enfield,51.61252611,-0.065313571
Island Queen (Pub),Islington,51.53298134,-0.099037603
Charles Lamb (Pub),Islington,51.5321603,-0.102200609
Camden Head (Pub),Islington,51.53570836,-0.10306232
York (Pub),Islington,51.53307706,-0.105507576
Duke Of Cambridge (Pub),Islington,51.53424809,-0.098408041
Plaquemine Lock (Pub),Islington,51.53258852,-0.100322806
Earl Of Essex (Pub),Islington,51.53418474,-0.099492109
Old Queens Head (Pub),Islington,51.53652605,-0.101355621
Wenlock & Essex (Pub),Islington,51.53652605,-0.101355621
Winchester (Pub),Islington,51.53652605,-0.101355621
Green Man (Pub),Islington,51.53922102,-0.097854563
Akari (Pub),Islington,51.54047379,-0.095812202
Bill Murray (Pub),Islington,51.53643849,-0.099282825
Duchess Of Kent (Pub),Islington,51.53776974,-0.093214131
Narrow Boat (Pub),Islington,51.53277546,-0.098541535
Crown (Pub),Islington,51.56202992,-0.124878128
Shaftesbury Tavern (Pub),Islington,51.56945606,-0.123649187
Royal Oak (Pub),Islington,51.57007334,-0.127952804
Charlotte Despard (Pub),Islington,51.56817733,-0.136515212
Floirin (Pub),Islington,51.56266979,-0.127217977
Corner Flag (Pub),Islington,51.56759006,-0.122239759
North Nineteen (Pub),Islington,51.56421176,-0.121296757
Landseer Arms (Pub),Islington,51.56274261,-0.123333898
Prince Alfred (Pub),Islington,51.56614762,-0.123698763
Star (Pub),Camden,51.5634544,-0.142638241
Northern Soul (Pub),Islington,51.56087043,-0.137333262
Whittington Stone (Pub),Islington,51.56744869,-0.138767128
Tourian Lounge (Pub),Islington,51.56850478,-0.14015255
Boston Arms (Pub),Islington,51.55812364,-0.138210087
St John's Tavern (Pub),Islington,51.56377771,-0.135237805
Oak & Pastor (Pub),Islington,51.5625561,-0.136456431
Mother Red Cap (Pub),Islington,51.56490649,-0.13327264
Fellow (Pub),Islington,51.53127101,-0.122379549
Bar & Block (Pub),Islington,51.53127101,-0.122379549
Lincoln Lounge (Pub),Islington,51.53274185,-0.122131565
Rotunda (Bar & Restaurant) (Pub),Islington,51.53424104,-0.121968909
Voc (Pub),Islington,51.53135235,-0.121842736
King Charles I (Pub),Islington,51.53184795,-0.119659608
Simmons (Pub),Islington,51.53177332,-0.120614281
Scottish Stores (Pub),Islington,51.53140602,-0.120701504
Millers (Pub),Islington,51.53145857,-0.121175134
Alma (Pub),Islington,51.53329244,-0.109939575
Camino (Pub),Islington,51.53130465,-0.121671685
Castle (Pub),Islington,51.5321843,-0.108139952
Lexington (Pub),Islington,51.53171329,-0.111836115
Angel (Pub),Islington,51.53232948,-0.106547912
Big Chill House (Pub),Camden,51.53076909,-0.120237539
Three Johns (Pub),Islington,51.53293717,-0.10854128
Craft Beer Co. (Pub),Islington,51.53283784,-0.110189109
Joker of Penton Street (Pub),Islington,51.53350136,-0.111185345
Thornhill Arms (Pub),Islington,51.53443073,-0.116972135
Driver (Pub),Islington,51.53366029,-0.119397453
Central Station (Pub),Islington,51.53342505,-0.120430875
Drake & Morgan (Kings Cross) (Pub),Camden,51.53348085,-0.125042546
Parcel Yard (Pub),Camden,51.53238239,-0.123270992
Beer & Burger Store (Pub),Camden,51.5360149,-0.122674517
Lighterman (Pub),Camden,51.53643913,-0.124459503
Waitrose (Pub),Camden,51.5361534,-0.123461888
St Pancras Grand (Pub),Camden,51.53142976,-0.126121697
Sourced Market (Pub),Camden,51.53142976,-0.126121697
Betjeman Arms (Pub),Camden,51.53142976,-0.126121697
Barrel Vault (Pub),Camden,51.53048661,-0.125626985
Great Northern Hotel (Pub),Camden,51.53105556,-0.124652026
Chapel Down Gin Works (Pub),Camden,51.53456135,-0.124003218
Cavalier (Pub),Barnet,51.62974445,-0.15792091
York Arms (Pub),Barnet,51.62521776,-0.158841185
Three Horseshoes (Pub),Barnet,51.6269156,-0.174853268
Orange Tree (Pub),Barnet,51.62991073,-0.196421087
Griffin (Pub),Barnet,51.63041929,-0.174640331
Five Bells (Pub),Barnet,51.59031388,-0.171787789
Old White Lion (Pub),Barnet,51.58714954,-0.164365009
King's Head (Pub),Enfield,51.63466582,-0.10331495
Winchmore (Pub),Enfield,51.63821395,-0.111996641
Gryphon (Pub),Enfield,51.64263244,-0.098270351
Little Green Dragon (Pub),Enfield,51.63611862,-0.090869794
Orange Tree (Pub),Enfield,51.62915545,-0.096219692
Dog & Duck (Pub),Enfield,51.62593495,-0.10447433
Queens Head (Pub),Enfield,51.63342392,-0.100476832
Salisbury Arms (Pub),Enfield,51.63308504,-0.102875252
Three Wishes (Pub),Enfield,51.6317589,-0.095951556
On Broadway (Pub),Enfield,51.6317589,-0.095951556
Welcome Inn (Pub),Haringey,51.59800779,-0.094692949
Nag's Head (Pub),Haringey,51.59700806,-0.1101551
Spouters Corner (Pub),Haringey,51.59688502,-0.108658607
Westbury (Pub),Haringey,51.59386771,-0.097796933
Karamel (Pub),Haringey,51.59418647,-0.113073046
Duke Of Edinburgh (Pub),Haringey,51.59497565,-0.112939293
Jolly Anglers (Pub),Haringey,51.5967518,-0.111551819
Phoenix (Pub),Haringey,51.59448347,-0.130501428
Park Inn (Pub),Haringey,51.59889703,-0.122508762
Starting Gate (Pub),Haringey,51.59825817,-0.119676204
Monaghan's Tavern (Pub),Haringey,51.59825408,-0.111027492
Lord Nelson (Pub),Haringey,51.59807125,-0.110284255
Step (Pub),Haringey,51.60632261,-0.117884636
Bohem Brewery Tap Room (Pub),Haringey,51.60661759,-0.118334573
Prince (Pub),Haringey,51.60253042,-0.116366292
Bald Faced Stag (Pub),Barnet,51.5891008,-0.16435855
Gertie Brownes (Pub),Barnet,51.59076543,-0.16499886
Windsor Castle (Pub),Barnet,51.59355004,-0.171138089
Maddens (Pub),Barnet,51.59086357,-0.164374123
Clissold Arms (Pub),Haringey,51.59072612,-0.154461594
Catcher In The Rye (Pub),Barnet,51.59967168,-0.195958541
Ahir Lorenzoâs (Pub),Barnet,51.60272189,-0.195491126
Finchley Manor Tennis Squash & Health Club (Pub),Barnet,51.60169393,-0.20409473
Joiners (Pub),Barnet,51.60330804,-0.191511217
Annie Twomey's (Pub),Barnet,51.60532519,-0.187618647
Finchley Cricket Club (Pub),Barnet,51.59478985,-0.186117937
Brouhaha (Pub),Haringey,51.58110349,-0.099773063
Finsbury (Pub),Hackney,51.57145727,-0.096062415
Beaconsfield (Pub),Haringey,51.57597082,-0.098789178
Old Ale Emporium (Pub),Haringey,51.57777441,-0.099103629
Salisbury (Pub),Haringey,51.58184328,-0.099366943
Twelve Pins (Pub),Haringey,51.56527171,-0.105021008
Zelman Drinks (Pub),Islington,51.56477253,-0.105849732
Kings Head (Pub),Islington,51.56204368,-0.100595993
T.Bird (Pub),Islington,51.56126066,-0.099445552
Brownswood (Pub),Hackney,51.56417541,-0.092874725
Naturalist (Pub),Hackney,51.57093511,-0.092707524
Blackstock (Pub),Islington,51.56412855,-0.10495307
Arsenal Tavern (Pub),Hackney,51.5612674,-0.098752761
DRFO (Pub),Hackney,51.5623547,-0.10036663
Auld Triangle (Pub),Islington,51.56121085,-0.104699155
Happy Man (Pub),Hackney,51.57143755,-0.089324212
Park Tavern (Pub),Islington,51.56773764,-0.111830167
Worlds End (Pub),Islington,51.5674407,-0.109028778
Faltering Fullback (Pub),Haringey,51.56865634,-0.108574342
William Butler Yeats (Pub),Islington,51.56599759,-0.110993199
White Lion (Pub),Islington,51.56904417,-0.111992512
Old Dairy (Pub),Islington,51.57091343,-0.11695126
Brave Sir Robin (Pub),Islington,51.57091343,-0.11695126
Stapleton Tavern (Pub),Islington,51.57089239,-0.116201758
Nicholas Nickleby (Pub),Haringey,51.57491433,-0.112990528
Bank Of Friendship (Pub),Islington,51.55857074,-0.098821845
Gunners (Pub),Islington,51.5591558,-0.098855171
Brewhouse & Kitchen (Pub),Islington,51.54636621,-0.101493912
